	Lasso+StepCox[both]	survivalSVM	CoxBoost+survivalSVM	Ridge	Lasso+survivalSVM	SuperPC	CoxBoost+Ridge	Enet[alpha=0.1]	CoxBoost+Enet[alpha=0.1]	Enet[alpha=0.2]	Enet[alpha=0.3]	CoxBoost+Enet[alpha=0.3]	CoxBoost+Enet[alpha=0.2]	Enet[alpha=0.4]	CoxBoost+Enet[alpha=0.4]	Lasso+CoxBoost	Enet[alpha=0.5]	CoxBoost	CoxBoost+Enet[alpha=0.5]	Enet[alpha=0.6]	CoxBoost+Enet[alpha=0.6]	CoxBoost+Enet[alpha=0.7]	CoxBoost+Enet[alpha=0.8]	Enet[alpha=0.8]	Enet[alpha=0.9]	Lasso	Enet[alpha=0.7]	CoxBoost+Enet[alpha=0.9]	CoxBoost+Lasso	Lasso+plsRcox	CoxBoost+plsRcox	CoxBoost+StepCox[forward]	Lasso+StepCox[forward]	RSF+survivalSVM	CoxBoost+SuperPC	StepCox[forward]	plsRcox	RSF+Ridge	RSF+Enet[alpha=0.1]	Lasso+SuperPC	RSF+plsRcox	RSF+StepCox[forward]	RSF+Enet[alpha=0.2]	RSF+Enet[alpha=0.3]	RSF+Enet[alpha=0.6]	RSF+Lasso	RSF+Enet[alpha=0.7]	RSF+Enet[alpha=0.5]	RSF+CoxBoost	RSF+Enet[alpha=0.9]	RSF+Enet[alpha=0.4]	RSF+Enet[alpha=0.8]	RSF+StepCox[both]	RSF+StepCox[backward]	StepCox[both]+Ridge	StepCox[backward]+Ridge	StepCox[both]+plsRcox	StepCox[backward]+plsRcox	StepCox[both]+Enet[alpha=0.9]	StepCox[backward]+Enet[alpha=0.9]	StepCox[both]+Enet[alpha=0.1]	StepCox[backward]+Enet[alpha=0.1]	StepCox[both]+Enet[alpha=0.8]	StepCox[backward]+Enet[alpha=0.8]	StepCox[both]+Enet[alpha=0.2]	StepCox[backward]+Enet[alpha=0.2]	StepCox[both]+Lasso	StepCox[backward]+Lasso	StepCox[both]+Enet[alpha=0.6]	StepCox[backward]+Enet[alpha=0.6]	CoxBoost+GBM	StepCox[both]+Enet[alpha=0.7]	StepCox[backward]+Enet[alpha=0.7]	Lasso+StepCox[backward]	StepCox[both]	StepCox[backward]	CoxBoost+StepCox[both]	CoxBoost+StepCox[backward]	StepCox[both]+Enet[alpha=0.4]	StepCox[backward]+Enet[alpha=0.4]	StepCox[both]+Enet[alpha=0.3]	StepCox[backward]+Enet[alpha=0.3]	StepCox[both]+CoxBoost	StepCox[backward]+CoxBoost	StepCox[both]+Enet[alpha=0.5]	StepCox[backward]+Enet[alpha=0.5]	CoxBoost+RSF	RSF+SuperPC	RSF	Lasso+GBM	RSF+GBM	GBM	StepCox[both]+survivalSVM	StepCox[backward]+survivalSVM	Lasso+RSF	StepCox[both]+GBM	StepCox[backward]+GBM	StepCox[both]+RSF	StepCox[backward]+RSF	StepCox[both]+SuperPC	StepCox[backward]+SuperPC
TCGA-AA-3518	-5.08754308380051	51211.6092420103	23345.1046208511	-0.347066319084796	43898.2435948122	-0.852305725801205	-0.421544307900551	-0.407411800382593	-0.417233985843022	-0.43558962360105	-0.447030280391224	-0.4671725745053	-0.432857027640624	-0.449273810502422	-0.470094661591706	-4.23652695755019	-0.446989436826421	-3.82427043927825	-0.48831093956411	-0.33819244547604	-0.453882514549772	-0.470948175788338	-0.516118472771397	-0.463976427014464	-0.39920972415433	-0.497443171538368	-0.480099767101651	-0.524513572581922	-0.552304731542695	-5.50203123896768	-4.69187423183562	-4.93356491584824	-5.21184031576734	51211.6092420103	-0.852305725801205	-5.15820024823367	-3.93255840619335	-0.372468959846177	-0.407411800382593	-0.850381589438354	-3.93255840619335	-5.15820024823367	-0.409255214354279	-0.447030280391224	-0.454071732396106	-0.504737895954167	-0.488907433360659	-0.446989436826421	-3.79772923898614	-0.477741391207012	-0.423583969775309	-0.375207801318006	-5.08754308380051	-5.08754308380051	-0.347066319084796	-0.372468959846177	-3.93255840619335	-3.93255840619335	-0.456454303528161	-0.415584034603647	-0.38054869790049	-0.394346044968024	-0.393971552311185	-0.410698068651006	-0.447383681800535	-0.422746294105086	-0.403598739633374	-0.497443171538368	-0.397647329421531	-0.454071732396106	-0.533875181982568	-0.368786819798306	-0.434831950172052	-5.08754308380051	-5.08754308380051	-5.08754308380051	-5.08754308380051	-5.08754308380051	-0.436912000682656	-0.375707673272781	-0.458253543413361	-0.447030280391224	-4.01614482602081	-4.06907041620589	-0.388334371672574	-0.478570575488748	35.4825384920635	-0.614954853095725	34.1882408730159	-0.575116310953874	-2.0401010655048	-1.85442037199302	51211.6092420103	51211.6092420103	34.2933123015873	-1.94111601371938	-1.93263648180156	36.5340571428571	37.9620321428571	-0.637898284593001	-0.614954853095725
TCGA-A6-6651	-3.49614804380077	43274.62424629	18997.7622311592	0.651656245350796	34912.1767192987	1.64515634700096	0.721188836112475	0.683652655146629	0.693735277833736	0.711304450393937	0.717840073873901	0.761517526357299	0.706422903316408	0.711240851588014	0.766537838611904	-2.90797744921781	0.700946107368345	-2.59655002056705	0.792458814887594	0.481538630343397	0.712264257725277	0.744605107329723	0.845381198456084	0.723894569746968	0.568439326094438	0.79684119981761	0.765141351363929	0.863542199196043	0.929510671927611	-3.94619112169288	-3.12122522685984	-3.3488324177181	-3.60982500122058	43274.62424629	1.64515634700096	-3.30012366821804	-2.64895909849067	0.690340337851923	0.683652655146629	1.72344099606501	-2.64895909849067	-3.30012366821804	0.657394674332749	0.717840073873901	0.712131255920114	0.817938689815914	0.787218242571829	0.700946107368345	-2.58392304287898	0.751896631599994	0.659398750847488	0.526450326688754	-3.49614804380077	-3.49614804380077	0.651656245350796	0.690340337851923	-2.64895909849067	-2.64895909849067	0.701952116722166	0.606677607115696	0.634199643042379	0.659461578197207	0.565270052191679	0.602980366576131	0.735957650278175	0.684795444796145	0.570916704143657	0.79684119981761	0.589997671157587	0.712131255920114	-0.524065446299103	0.521705729575308	0.66411019494701	-3.49614804380077	-3.49614804380077	-3.49614804380077	-3.49614804380077	-3.49614804380077	0.686157320348053	0.566077833011376	0.743964267571463	0.717840073873901	-2.71907746069523	-2.74472014181153	0.579888655956732	0.775011822108507	35.1771202380953	1.56567330312511	40.2722111111111	-0.564143367170089	-0.43978311782458	-0.360194167395378	43274.62424629	43274.62424629	34.4047630952381	-0.428368091650157	-0.328090234838445	42.0791777777778	44.0917865079365	1.59113303719809	1.56567330312511
TCGA-DM-A285	-3.87696280177659	46750.2182750043	21148.3845168762	0.526494421024701	38842.7729904734	0.942042632426293	0.560872767739303	0.550560502561934	0.538415685867816	0.565258792645015	0.57207421710847	0.589502837031991	0.548475031849292	0.568362414466985	0.600850500724605	-3.10656085736001	0.555786654206512	-2.75137568765708	0.608896887974972	0.374116284468995	0.561442185293902	0.573704845375718	0.641555990166431	0.567967598169617	0.448523135217737	0.627025835022605	0.604321602100194	0.652841283586632	0.695995696837871	-4.29374529126797	-3.38389545970855	-3.55557465426091	-3.87266811602805	46750.2182750043	0.942042632426293	-3.72642086571448	-2.70696995488765	0.556591399246862	0.550560502561934	0.989979845904961	-2.70696995488765	-3.72642086571448	0.530152170201137	0.57207421710847	0.561830070470522	0.639927740157902	0.620021590492273	0.555786654206512	-2.73828988736483	0.590133908425455	0.524652738025799	0.415693229311371	-3.87696280177659	-3.87696280177659	0.526494421024701	0.556591399246862	-2.70696995488765	-2.70696995488765	0.547721057294782	0.475929161097819	0.514843071567578	0.533224081550094	0.445325930918253	0.472779295925907	0.580687515929125	0.548274100920451	0.451052060641912	0.627025835022605	0.463023665617591	0.561830070470522	-0.533012624753797	0.411172957221791	0.518694682731338	-3.87696280177659	-3.87696280177659	-3.87696280177659	-3.87696280177659	-3.87696280177659	0.547450480802907	0.44381067858447	0.588298889099454	0.57207421710847	-2.88306718269888	-2.91675529197818	0.455119834332585	0.609963567672092	35.2932273809524	0.977402350442238	39.9125900793651	-0.571606204062621	-0.449215591751307	-0.374967508520694	46750.2182750043	46750.2182750043	34.039726984127	-0.425831742537076	-0.320889519456962	42.0882892857143	44.3926535714286	1.0476748505772	0.977402350442238
TCGA-AA-3495	-4.80823717082007	51102.5177253243	22462.0334788066	-0.280470024700669	42815.7210545934	-0.571697231338457	-0.270439475017296	-0.272612359176864	-0.257849735910205	-0.28354162571243	-0.282996130641202	-0.285347260387299	-0.262224045416138	-0.275777661584066	-0.303301934594554	-4.04041144951728	-0.268043131783952	-3.62811433071846	-0.298853386235173	-0.165189988711099	-0.271440160178656	-0.278120194144006	-0.322637794082817	-0.275359868770974	-0.203244635160485	-0.313297980153886	-0.297944252653004	-0.331016477218591	-0.361521749879099	-5.36843126245923	-4.57187171819038	-4.77932776837147	-5.02618418038821	51102.5177253243	-0.571697231338457	-4.94339099789065	-3.94500249802198	-0.295367378469553	-0.272612359176864	-0.723825417458772	-3.94500249802198	-4.94339099789065	-0.256730594726821	-0.282996130641202	-0.271423842930957	-0.32534647631249	-0.309945077883239	-0.268043131783952	-3.59755207243802	-0.289642105394947	-0.25027666705366	-0.185350943988594	-4.80823717082007	-4.80823717082007	-0.280470024700669	-0.295367378469553	-3.94500249802198	-3.94500249802198	-0.262718925759457	-0.219114161616932	-0.249355268022802	-0.26118651218624	-0.202166086696526	-0.217731904889413	-0.296093538393413	-0.270406678151705	-0.204087065568323	-0.313297980153886	-0.213353999498585	-0.271423842930957	-0.533875181982568	-0.184215049645274	-0.245107966996451	-4.80823717082007	-4.80823717082007	-4.80823717082007	-4.80823717082007	-4.80823717082007	-0.263402544044654	-0.205250450150932	-0.29609795763236	-0.282996130641202	-3.82778257781314	-3.88261186882226	-0.209882777874525	-0.306114120850045	35.4825384920635	-0.710174505881252	38.3088412698413	-0.575116310953874	-0.450921174604316	-0.376346369238032	51102.5177253243	51102.5177253243	34.2933123015873	-0.431927553532043	-0.329020187538064	40.4114892857143	42.1705734126984	-0.7460350322981	-0.710174505881252
TCGA-AA-A02H	-5.34297318842105	55268.0326874938	24892.2087018731	-0.434782112339826	46622.9190913978	-1.36128425520116	-0.484356366205052	-0.464212488848108	-0.479545614636903	-0.478361340108841	-0.490528721441964	-0.538343746850918	-0.497277464121174	-0.498219687352347	-0.520013226688783	-4.3320429836572	-0.501220281614001	-3.88747759481708	-0.567333609374756	-0.393624718088517	-0.512185694138814	-0.54704577949393	-0.606770626287206	-0.527172266145529	-0.458634218348882	-0.559019067371517	-0.538262730207667	-0.618693485490662	-0.656486390606363	-5.72856152870581	-4.8449238065721	-4.98398145858812	-5.32840424445186	55268.0326874938	-1.36128425520116	-5.18667592694789	-4.10745540593515	-0.457722423880606	-0.464212488848108	-1.35789006535869	-4.10745540593515	-5.18667592694789	-0.455168075699571	-0.490528721441964	-0.512071384216247	-0.56504611139779	-0.545986603919592	-0.501220281614001	-3.86200086183891	-0.541229423860041	-0.474114372878029	-0.431251822545638	-5.34297318842105	-5.34297318842105	-0.434782112339826	-0.457722423880606	-4.10745540593515	-4.10745540593515	-0.523897244077897	-0.47867473989303	-0.441272366075057	-0.453190654367427	-0.452412130963293	-0.472613960851212	-0.48854932573969	-0.466785243584519	-0.463916908267245	-0.559019067371517	-0.456032905959432	-0.512071384216247	-0.533875181982568	-0.423614194182934	-0.499289466201549	-5.34297318842105	-5.34297318842105	-5.34297318842105	-5.34297318842105	-5.34297318842105	-0.486428960826308	-0.430216456523173	-0.501783101081195	-0.490528721441964	-4.07966140489149	-4.13321925934444	-0.444806430607245	-0.530804155236463	35.4825384920635	-1.37800914364501	34.1882408730159	-0.575116310953874	-2.0401010655048	-1.85442037199302	55268.0326874938	55268.0326874938	34.2933123015873	-1.94111601371938	-1.93263648180156	36.5340571428571	37.9620321428571	-1.36856353012122	-1.37800914364501
TCGA-D5-6924	-4.50422777647955	47617.8234715198	21604.9850886631	0.104089215972278	40095.6731507925	0.1051579328726	0.0361410642589311	0.0759606772974938	0.0426054456682162	0.0635351526924927	0.062579660386992	0.0517254939219278	0.0488234098016484	0.0644136828080756	0.0656907901480067	-3.66525461783603	0.0670383401576895	-3.26607029947563	0.0546815679916192	0.0762502440175462	0.0687324518429002	0.0630989447861468	0.0525978687503477	0.0711950695635719	0.0905865794118986	0.067558413595549	0.0677208121968847	0.0510151466436943	0.0435199641059873	-4.84569394596279	-4.12927412028693	-4.29547281405024	-4.59027352674783	47617.8234715198	0.1051579328726	-4.41832536385774	-3.30398538245834	0.105140097670835	0.0759606772974938	0.193328226792994	-3.30398538245834	-4.41832536385774	0.0627638570447591	0.062579660386992	0.0688784533518625	0.0667967805898014	0.0668806745554865	0.0670383401576895	-3.24296936134486	0.0704602268139918	0.0644873061590807	0.0899190957897796	-4.50422777647955	-4.50422777647955	0.104089215972278	0.105140097670835	-3.30398538245834	-3.30398538245834	0.0738112492505326	0.0850020552395639	0.0747485327190208	0.0754936934835634	0.0869620044474877	0.0821202175875232	0.0635611832197713	0.0632130634068495	0.0937649251354701	0.067558413595549	0.0748357627679561	0.0688784533518625	-0.533875181982568	0.0855369924249972	0.072775847623569	-4.50422777647955	-4.50422777647955	-4.50422777647955	-4.50422777647955	-4.50422777647955	0.0644535075386744	0.0640964436694081	0.0633066687506537	0.062579660386992	-3.43620501513888	-3.48433967181257	0.0699448375621967	0.0661351438282072	35.4768940476191	0.374923606148337	38.0451416666667	-0.575116310953874	-0.450921174604316	-0.376346369238032	47617.8234715198	47617.8234715198	34.2799194444445	-0.431927553532043	-0.329020187538064	39.8688043650794	41.7510674603175	0.406155258939732	0.374923606148337
TCGA-AA-A00K	-4.60174025926481	49150.809116339	22096.1591980079	-0.187305585246226	41620.3693504833	-0.335322768259274	-0.184623672729457	-0.191606127298012	-0.177324223253159	-0.190491355110546	-0.188890789842123	-0.186404402715159	-0.178854475080074	-0.185601231688236	-0.195470652302937	-3.91568299347281	-0.181876768751351	-3.53281227345859	-0.187817024689881	-0.13517846318478	-0.182487692927672	-0.180972163123612	-0.190655245326874	-0.182880356191619	-0.159073326279581	-0.194321693007673	-0.191209801804558	-0.191656159596345	-0.196912026839632	-5.17540749980089	-4.38425523958925	-4.57874306753758	-4.8282770882608	49150.809116339	-0.335322768259274	-4.64408884517683	-3.76317174627036	-0.194654893003269	-0.191606127298012	-0.349802897399707	-3.76317174627036	-4.64408884517683	-0.179018763743145	-0.188890789842123	-0.182548000528089	-0.197938984882931	-0.195039296650716	-0.181876768751351	-3.50871231545747	-0.187284201736584	-0.174786384758842	-0.150698836713156	-4.60174025926481	-4.60174025926481	-0.187305585246226	-0.194654893003269	-3.76317174627036	-3.76317174627036	-0.177876812223633	-0.163916932478277	-0.179534240905351	-0.185769448963638	-0.157721955032342	-0.16291458906051	-0.195373384801664	-0.185081845763478	-0.160172291490361	-0.194321693007673	-0.159825321266443	-0.182548000528089	-0.533875181982568	-0.148838370443153	-0.171967910573193	-4.60174025926481	-4.60174025926481	-4.60174025926481	-4.60174025926481	-4.60174025926481	-0.180492748962942	-0.15349241315977	-0.193818718730086	-0.188890789842123	-3.7143684813563	-3.76141393315748	-0.157234025510961	-0.195506713461462	35.4825384920635	-0.296313801974757	36.3647305555555	-0.575116310953874	-1.35661259035357	-1.23942319897647	49150.809116339	49150.809116339	34.2933123015873	-1.29061189438396	-1.23269846961563	38.5386432539682	40.6347190476191	-0.330393967220148	-0.296313801974757
TCGA-D5-6922	-3.93960113243171	48658.7518131312	21391.1749401739	0.345165227671833	40245.6273815388	0.681471842955439	0.420432383664476	0.365374654870564	0.404879364770251	0.384665935588673	0.395631399904523	0.452338675769936	0.415896647211253	0.400429114458318	0.426926309805842	-3.23639096399143	0.402421973162201	-2.90062431904294	0.473237382331314	0.283802913707881	0.41295163835976	0.447994376683967	0.504671742795761	0.423955218109327	0.351207925004087	0.451519345753603	0.436105793789583	0.514743903740597	0.550109514656536	-4.47290990084005	-3.59568561919847	-3.83515357786783	-4.02921491355125	48658.7518131312	0.681471842955439	-3.89834264505499	-3.01158118828001	0.365281158613613	0.365374654870564	0.514532593024224	-3.01158118828001	-3.89834264505499	0.35805125892492	0.395631399904523	0.412889544935279	0.457994055748875	0.443800411976572	0.402421973162201	-2.88427637432658	0.43580162067589	0.376196402954761	0.322673800653019	-3.93960113243171	-3.93960113243171	0.345165227671833	0.365281158613613	-3.01158118828001	-3.01158118828001	0.419338298980314	0.372826289925404	0.339465601891513	0.352818283636701	0.346564138687434	0.368416605161835	0.396480736784119	0.371563385843851	0.355094655199391	0.451519345753603	0.354341459479532	0.412889544935279	-0.533012624753797	0.316181208844038	0.398584904514532	-3.93960113243171	-3.93960113243171	-3.93960113243171	-3.93960113243171	-3.93960113243171	0.388728614417199	0.330895309939754	0.407902813461741	0.395631399904523	-3.05781196360414	-3.09502703624049	0.344175180193601	0.433559121068595	35.2932273809524	0.483728514389768	33.8458099206349	-0.571606204062621	-2.0401010655048	-1.85304151127568	48658.7518131312	48658.7518131312	34.039726984127	-1.94111601371938	-1.93263648180156	35.8289658730158	37.4831357142857	0.541557641908953	0.483728514389768
TCGA-G4-6311	-4.48000342806548	45433.9681256994	20631.6094449303	0.161747797565689	38240.5478881274	0.460204158078118	0.169972310849629	0.164152404163892	0.16582084980269	0.169871318820035	0.172690125431902	0.170364897637795	0.166929556391481	0.172828223213173	0.17832753969002	-3.56079164083965	0.171081200926738	-3.170720836631	0.16951481207566	0.144548293205757	0.171957403289045	0.167005586567204	0.16828863649033	0.170919766021405	0.163629841970445	0.175582154364771	0.17581074683368	0.168094324067951	0.169383745940885	-4.64620452096432	-3.97713334806484	-4.15420588466697	-4.45186045548822	45433.9681256994	0.460204158078118	-4.32151446506909	-3.24819765647922	0.165346436580516	0.164152404163892	0.565914840287691	-3.24819765647922	-4.32151446506909	0.164506786356561	0.172690125431902	0.171965314493423	0.176266288609543	0.17701072143175	0.171081200926738	-3.14700029148357	0.17270098269311	0.165960909278498	0.159041169202441	-4.48000342806548	-4.48000342806548	0.161747797565689	0.165346436580516	-3.24819765647922	-3.24819765647922	0.167821002445016	0.163997931816459	0.157567021595239	0.16096292405606	0.162492623277329	0.163277765123147	0.172229177958384	0.167392089779124	0.164563746073162	0.175582154364771	0.160023090625195	0.171965314493423	-0.533875181982568	0.15734507405498	0.165859138563585	-4.48000342806548	-4.48000342806548	-4.48000342806548	-4.48000342806548	-4.48000342806548	0.169534317909103	0.152870398082867	0.174399745077372	0.172690125431902	-3.33372561322539	-3.38298422538754	0.15696476669569	0.17762088576188	35.0784273809524	0.58591818816984	33.7134765873016	-0.575116310953874	-2.0401010655048	-1.85442037199302	45433.9681256994	45433.9681256994	34.0806361111111	-1.94111601371938	-1.93263648180156	35.6969198412698	37.4247571428571	0.622711397190533	0.58591818816984
TCGA-QG-A5YX	-4.83689525050342	52350.4238144517	23583.4375825842	-0.372039475938331	44535.6219065879	-0.950174378335673	-0.358648647098132	-0.377211190126087	-0.356660663466611	-0.382378624261419	-0.383424908599778	-0.38326727226007	-0.366810947283426	-0.381805723987266	-0.397238834402625	-4.13222565475998	-0.381447666549874	-3.74857753934969	-0.390688084518429	-0.330181110393882	-0.384905521434851	-0.387164113249171	-0.396391063020253	-0.38953846182021	-0.373428638111418	-0.399579647544553	-0.394831464662885	-0.397430094744929	-0.401125045932193	-5.5184545939969	-4.63923654253745	-4.7741613688048	-5.03000511914804	52350.4238144517	-0.950174378335673	-4.86969220478535	-3.9915257943682	-0.38671766364043	-0.377211190126087	-0.999378830482171	-3.9915257943682	-4.86969220478535	-0.362442820586083	-0.383424908599778	-0.385236767719365	-0.403958948929966	-0.399052363699968	-0.381447666549874	-3.72741500116131	-0.394175333737423	-0.36886188039451	-0.360884111907356	-4.83689525050342	-4.83689525050342	-0.372039475938331	-0.38671766364043	-3.9915257943682	-3.9915257943682	-0.387434046525076	-0.377055616407243	-0.356194825647225	-0.367047354276346	-0.368315001787652	-0.372941451015379	-0.390887582486735	-0.372802821986834	-0.377767592267663	-0.399579647544553	-0.361766796564466	-0.385236767719365	-0.533875181982568	-0.354160104233937	-0.378142901836367	-4.83689525050342	-4.83689525050342	-4.83689525050342	-4.83689525050342	-4.83689525050342	-0.375700766865983	-0.342425087464028	-0.391787546787143	-0.383424908599778	-3.93301527605891	-3.97947692014375	-0.353542136965897	-0.398230376462368	35.4825384920635	-0.982405030968481	36.3647305555555	-0.575116310953874	-1.27666548866579	-1.16092264914433	52350.4238144517	52350.4238144517	34.2933123015873	-1.21190235164607	-1.1532014573514	38.5646432539682	40.6477190476191	-1.00656592834606	-0.982405030968481
